CRIME_TYPE,Total_Count,Trend_Slope,Severity_Score,Risk_Score,Risk_Level
"DEFENCE FORCES OFFENCES RELATING (also relating to desertion) (Sec.131 to 140, except 136 IPC/159 TO 168 EXCEPT 164 BNS) - From Police Custody",1.0,0.0,1,0.05785902355998714,Medium
"DEFENCE FORCES OFFENCES RELATING (also relating to desertion) (Sec.131 to 140, except 136 IPC/159 TO 168 EXCEPT 164 BNS) - Navy",0.0,0.0,1,0.05782435851102276,Medium
"DEFENCE FORCES OFFENCES RELATING (also relating to desertion) (Sec.131 to 140, except 136 IPC/159 TO 168 EXCEPT 164 BNS) - Others",1.0,0.0,1,0.05785902355998714,Medium
"DEFENCE FORCES OFFENCES RELATING (also relating to desertion) (Sec.131 to 140, except 136 IPC/159 TO 168 EXCEPT 164 BNS) - Sub Total",0.0,0.0,1,0.05782435851102276,Medium
DOCUMENTS & PROPERTY MARKS (Sec.483 to 489 IPC/346-350(2) BNS) - Documents,1.0,0.05000000000000002,1,0.057931304008125926,Medium
DOCUMENTS & PROPERTY MARKS (Sec.483 to 489 IPC/346-350(2) BNS) - Property,1.0,0.06666666666666667,1,0.05795539749083884,Medium
DOWRY DEATHS (Sec.304(B) IPC/80 BNS) - By Burning,1.0,-0.016666666666666666,3,0.4578349300772742,High
DOWRY DEATHS (Sec.304(B) IPC/80 BNS) - By Hanging,45.0,0.0666666666666667,3,0.4594806596452716,High
DOWRY DEATHS (Sec.304(B) IPC/80 BNS) - By Husband,3.0,-0.01666666666666667,3,0.45790426017520297,High
DOWRY DEATHS (Sec.304(B) IPC/80 BNS) - By Husband And Relatives In Law,27.0,-0.41666666666666674,3,0.4581579777652379,High
DOWRY DEATHS (Sec.304(B) IPC/80 BNS) - By Other Means,6.0,0.049999999999999996,3,0.4581046292529478,High
DOWRY DEATHS (Sec.304(B) IPC/80 BNS) - By Relatives in Law,1.0,-0.016666666666666666,3,0.4578349300772742,High
Death of Children due to miscarriage,16.0,-0.100250626566416,1,0.05823407609016458,Medium
Death of Children due to miscarriage - Death of Children due to miscarriage,0.0,0.0,1,0.05782435851102276,Medium
Disobedience to Order Promulgated by Public/Servant - Boy,1.0,0.14285714285714282,1,0.058065539126097944,Medium
Disobedience to Order Promulgated by Public/Servant - By Govt. Institution,10.0,0.28333333333333344,1,0.058580598206786315,Medium
Disobedience to Order Promulgated by Public/Servant - By Others,8.0,0.03333333333333332,1,0.05814986586816367,Medium
Disobedience to Order Promulgated by Public/Servant - By Private Institution,11.0,0.28333333333333344,1,0.0586152632557507,Medium
Disobedience to Order Promulgated by Public/Servant - Eunuch,0.0,0.0,1,0.05782435851102276,Medium
Disobedience to Order Promulgated by Public/Servant - Girl,0.0,0.0,1,0.05782435851102276,Medium
Disobedience to Order Promulgated by Public/Servant - Human Trafficking,0.0,0.0,3,0.45782435851102277,High
Disobedience to Order Promulgated by Public/Servant - Men,0.0,0.0,1,0.05782435851102276,Medium
Disobedience to Order Promulgated by Public/Servant - Sub Total,14.0,1.1428571428571426,1,0.059961793725410474,Medium
Disobedience to Order Promulgated by Public/Servant - Women,0.0,0.0,1,0.05782435851102276,Medium
"Dowry Death-by burning
(Sec.304-B IPC)",1.0,0.0054054054054054074,3,0.45786683766248865,High
"Dowry Death-by burning
(Sec.304-B IPC) - Dowry Death-by burning
(Sec.304-B IPC)",0.0,0.0,3,0.45782435851102277,High
"Dowry Death-by burning
(Sec.304-B IPC/80 BNS)",0.0,0.0,3,0.45782435851102277,High
Dowry Death-by other Means (Sec.304(B) IPC),57.0,-0.27567567567567575,3,0.45940174707441656,High
Dowry Death-by other Means (Sec.304(B) IPC) - Dowry Death-by other Means (Sec.304(B) IPC),6.0,0.0,3,0.45803234880480903,High
Dowry Death-by other Means (Sec.304(B) IPC/80 BNS),19.0,4.999999999999998,3,0.46571103925522384,High
ELECTION(Sec.171(E) to 171(1) IPC/173-177 BNS) - Assembly,0.0,0.0,1,0.05782435851102276,Medium
ELECTION(Sec.171(E) to 171(1) IPC/173-177 BNS) - Other Elected Bodies,4.0,0.20000000000000007,1,0.0582521404994354,Medium
ELECTION(Sec.171(E) to 171(1) IPC/173-177 BNS) - Parliament,1.0,-0.016666666666666666,1,0.057834930077274214,Medium
"ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC/262,263,265 BNS) - Attempt to Commit",0.0,0.0,1,0.05782435851102276,Medium
"ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC/262,263,265 BNS) - From Jail Custody",7.0,0.15288220551378442,1,0.058288021740313056,Medium
"ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC/262,263,265 BNS) - From Police Custody",11.0,-0.07769423558897241,1,0.05809335856630755,Medium
"ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC/262,263,265 BNS) - IMPERSONATION (Sec.170, 171 IPC/204,205 BNS)",0.0,0.0,1,0.05782435851102276,Medium
"ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC/262,263,265 BNS) - Non-Uniformed Authority",0.0,0.0,1,0.05782435851102276,Medium
"ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC/262,263,265 BNS) - Others",6.0,0.005012531328320774,1,0.058039594965023464,Medium
"ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC/262,263,265 BNS) - Sub Total",2.0,0.0,1,0.05789368860895152,Medium
"ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC/262,263,265 BNS) - Uniformed Authority",0.0,0.0,1,0.05782435851102276,Medium
EXPOSURE AND ABANDONMENT OF CHILD (Sec.317 IPC/93 BNS) - Boy,22.0,0.016666666666666687,1,0.058611083070952086,Medium
"EXPOSURE AND ABANDONMENT OF CHILD (Sec.317 IPC/93 BNS) - FAILURE TO APPEAR TO COURT (Sec.174A, 229A IPC/209,269 BNS)",0.0,0.0,1,0.05782435851102276,Medium
EXPOSURE AND ABANDONMENT OF CHILD (Sec.317 IPC/93 BNS) - Girl,30.0,0.3333333333333334,1,0.05934617963421274,Medium
EXPOSURE AND ABANDONMENT OF CHILD (Sec.317 IPC/93 BNS) - IPC 174 A/BNS 209,19.0,0.0,1,0.05848299444134601,Medium
EXPOSURE AND ABANDONMENT OF CHILD (Sec.317 IPC/93 BNS) - IPC 229 A/BNS 269,71.0,0.0,1,0.06028557698749386,Medium
EXPOSURE AND ABANDONMENT OF CHILD (Sec.317 IPC/93 BNS) - OF ABETMENT (Sec.107 to 120 IPC/45-60 BNS),2.0,0.0,1,0.05789368860895152,Medium
Explosives - Explosives Act 1884,36.0,0.05,1,0.05914458072187928,Medium
Explosives - Explosives Substances Act 1908,34.0,-0.1999999999999999,1,0.05871384838325662,Medium
Explosives - Inflammable Substance Act 1952,0.0,0.0,1,0.05782435851102276,Medium
Exposure & abandonment (Sec. 317 IPC),38.0,3.273869090378792e-17,1,0.05914163037166926,Medium
Exposure & abandonment (Sec. 317 IPC) - Exposure & abandonment (Sec. 317 IPC),1.0,0.0,1,0.05785902355998714,Medium
Exposure & abandonment (Sec. 317 IPC/93 BNS),11.0,2.9999999999999996,1,0.06254250093795766,Medium
"FAILURE TO APPEAR TO COURT (Sec.174A, 229A IPC/209,269 BNS) - IPC 174 A/BNS 209",308.0,-2.4160401002506258,1,0.06500854436870482,Medium
"FAILURE TO APPEAR TO COURT (Sec.174A, 229A IPC/209,269 BNS) - IPC 229 A/BNS 269",860.0,-5.4035087719298245,1,0.07982493990925284,Medium
FALSE EVIDENCE (Sec.191 to 205 IPC/227-242 BNS),7.0,0.05000000000000002,1,0.05813929430191221,Medium
FOREIGN EXCHANGE - Foreign Exchange Regulation Act 1952,0.0,0.0,1,0.05782435851102276,Medium
FOREIGN EXCHANGE - Foreign Exchange Regulation Act 1973,0.0,0.0,1,0.05782435851102276,Medium
FOREIGN EXCHANGE - Smugglers and Foreign Exchange Manipulator Act 1976,0.0,0.0,1,0.05782435851102276,Medium
FOREIGNER - Foreigners Act 1946,74.0,0.8833333333333336,1,0.06166652671817209,Medium
FOREIGNER - Registration of Foreigners Act 1939,0.0,0.0,1,0.05782435851102276,Medium
FOREST - Forest (Conservation) Act 1980,10.0,0.1333333333333334,1,0.058363756862369984,Medium
FOREST - Indian Forest Act 1927,1.0,0.03333333333333333,1,0.057907210525413,Medium
"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC/336(2),336(3),340(2),341(2),342(2),343,
344 BNS) - Forgery",339.0,0.5333333333333334,2,0.2703468015567618,Medium
"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC/336(2),336(3),340(2),341(2),342(2),343,
344 BNS) - Forgery of Passport",0.0,0.0,2,0.25782435851102276,Medium
"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC/336(2),336(3),340(2),341(2),342(2),343,
344 BNS) - Organised (Racket)",0.0,0.0,2,0.25782435851102276,Medium
"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC/336(2),336(3),340(2),341(2),342(2),343,
344 BNS) - Other Forgery",130.0,-0.49999999999999994,2,0.2616080103950046,Medium
For Ransom - of Children,4.0,-0.173913043478261,1,0.05771160845248453,Low
For Ransom - of Children - For Ransom - of Children,1.0,0.0,1,0.05785902355998714,Medium
Giving false information respecting an offence committed - Giving false information respecting an offence committed,24.0,0.28333333333333344,1,0.05906590889228766,Medium
HIJACKING - Foreign Aircraft - In India,0.0,0.0,1,0.05782435851102276,Medium
HIJACKING - Foreign Aircraft - Outside India,0.0,0.0,1,0.05782435851102276,Medium
HIJACKING - Indian Aircraft - In India,0.0,0.0,1,0.05782435851102276,Medium
HIJACKING - Indian Aircraft - Outside India,0.0,0.0,1,0.05782435851102276,Medium
Harbouring Offender,0.0,0.0,1,0.05782435851102276,Medium
Harbouring offender,1.0,0.9999999999999998,1,0.05930463252276271,Medium
Human Trafficking - Boy,2.0,-0.22009569377990426,3,0.457575516301355,High
Human Trafficking - Eunuch,2.0,-0.10526315789473685,3,0.45774151924444884,High
Human Trafficking - Girl,2.0,0.06698564593301434,3,0.4579905236590896,High
Human Trafficking - Men,0.0,0.0,3,0.45782435851102277,High
Human Trafficking - Women,1.0,-0.11004784688995213,3,0.45769993740618886,High
ILLEGAL DETENTION (Sec.342 IPC/127(2) BNS),2.0,-0.05000000000000002,1,0.057821408160812736,Low
IMMORAL TRAFFIC - Organised,170.0,1.15,1,0.06537986714215954,Medium
IMMORAL TRAFFIC - Un-Organised,85.0,-0.1999999999999999,1,0.06048176588044008,Medium
"IMPERSONATION (Sec.170, 171 IPC/204,205 BNS) - Attempt to Commit",7.0,0.059523809523809576,1,0.058153062006319596,Medium
"IMPERSONATION (Sec.170, 171 IPC/204,205 BNS) - Non-Uniformed Authority",3.0,0.059523809523809555,1,0.05801440181046207,Medium
"IMPERSONATION (Sec.170, 171 IPC/204,205 BNS) - Uniformed Authority",2.0,0.0,1,0.05789368860895152,Medium
INDIAN ELECTRICITY ACT,9.0,-0.15000000000000002,1,0.05791950260728586,Medium
INDIAN LUNACY ACT,0.0,0.0,1,0.05782435851102276,Medium
INDIAN MOTOR VEHICLE,66.0,-1.0776942355889725,1,0.05855432729657297,Medium
"INFANTICIDE (Sec.315, 316 IPC/91,92 BNS) - Female",3.0,0.05,1,0.05800063410605469,Medium
"INFANTICIDE (Sec.315, 316 IPC/91,92 BNS) - Male",2.0,-0.11666666666666668,1,0.05772503422996104,Low
INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC/79 BNS) - Attempt to Commit,9.0,-0.18333333333333338,1,0.05787131564186001,Medium
INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC/79 BNS) - Office,12.0,0.016666666666666673,1,0.05826443258130826,Medium
INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC/79 BNS) - Other Places,190.0,-1.0500000000000003,1,0.06289282840334093,Medium
INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC/79 BNS) - Public Conveyance,9.0,0.28333333333333344,1,0.05854593315782194,Medium
INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC/79 BNS) - Public Place,121.0,0.3166666666666666,1,0.06247660560725854,Medium
Immoral Traffic (prevention) Act.,225.0,1.178571428571429,1,0.0673277479484227,Medium
Immoral Traffic (prevention) Act. - Immoral Traffic (prevention) Act.,20.0,0.0,1,0.05851765949031039,Medium
Indecent Representation of Women(Prohibition) Act-1986,185.0,10.988095238095243,1,0.0801218815294554,Medium
Indecent Representation of Women(Prohibition) Act-1986 - Indecent Representation of Women(Prohibition) Act-1986,0.0,0.0,1,0.05782435851102276,Medium
"Infanticide/ Foeticide 
(Sec. 315 & 316 IPC)",1.0,-0.08695652173913047,1,0.05773331843278927,Low
"Infanticide/ Foeticide 
(Sec. 315 & 316 IPC) - Infanticide/ Foeticide 
(Sec. 315 & 316 IPC)",2.0,0.0,1,0.05789368860895152,Medium
"Infanticide/ Foeticide 
(Sec. 315 IPC/91 BNS)",2.0,0.0,1,0.05789368860895152,Medium
Insulting modesty (Eve-Teasing) (Sec.294 & 509 IPC if victim is a woman),229.0,-0.9027027027027028,1,0.0644576996061174,Medium
Insulting modesty (Eve-Teasing) (Sec.294 & 509 IPC if victim is a woman) - Insulting modesty (Eve-Teasing) (Sec.294 & 509 IPC if victim is a woman),38.0,0.0,1,0.05914163037166926,Medium
Insulting modesty (Eve-Teasing) (Sec.294 & 509 IPC/296 & 79 BNS if victim is a woman),74.0,-9.999999999999996,1,0.04593348250663132,Low
Juvenile Justice Act,96.0,-1.4837092731829575,1,0.05900733978813688,Medium
Juvenile Justice Act - Juvenile Justice Act,12.0,0.0,1,0.058240339098595335,Medium
KARNATAKA POLICE ACT 1963 - Gambling - Matka (78 Class C),4758.0,-6.5,1,0.21336420322550953,Medium
KARNATAKA POLICE ACT 1964 - Street Gambling (87),5181.0,-15.300000000000004,1,0.21530616006501796,Medium
KARNATAKA POLICE ACT 1965 - House Gambling (79 & 80),199.0,-0.3333333333333335,1,0.06424083360067619,Medium
KARNATAKA POLICE ACT 1966 - Betting,568.0,-8.31666666666667,1,0.06549145844904139,Medium
KARNATAKA POLICE ACT 1967 - Others,426.0,-4.2,1,0.06652011172619196,Medium
KARNATAKA STATE LOCAL ACTS - AEPS (Aadhaar),1.0,0.0,1,0.05785902355998714,Medium
KARNATAKA STATE LOCAL ACTS - ATM Fraud,3.0,0.0,1,0.057928353657915904,Medium
KARNATAKA STATE LOCAL ACTS - Advertising Frauds,6.0,0.0,1,0.05803234880480905,Medium
KARNATAKA STATE LOCAL ACTS - Bangalore Development Authority Act,0.0,0.0,1,0.05782435851102276,Medium
KARNATAKA STATE LOCAL ACTS - Banning of Unregulated Deposit Schemes Act,15.0,-0.10000000000000005,1,0.05819977334921093,Medium
KARNATAKA STATE LOCAL ACTS - Business Fraud,22.0,0.0,1,0.05858698958823916,Medium
KARNATAKA STATE LOCAL ACTS - CSAM (Child Pornography). Cyber Tip Line,0.0,0.0,2,0.25782435851102276,Medium
KARNATAKA STATE LOCAL ACTS - CYBER CRIME (INFORMATION TECHNOLOGY ACT),0.0,0.0,2,0.25782435851102276,Medium
KARNATAKA STATE LOCAL ACTS - Card Skimming,0.0,0.0,1,0.05782435851102276,Medium
KARNATAKA STATE LOCAL ACTS - Cooperative Society Act,1.0,-0.05000000000000002,1,0.05778674311184836,Low
KARNATAKA STATE LOCAL ACTS - Credit Card Fraud,55.0,0.0,1,0.05973093620406375,Medium
"KARNATAKA STATE LOCAL ACTS - Crypto Currency, Bitcoin, etc.",2.0,0.0,1,0.05789368860895152,Medium
KARNATAKA STATE LOCAL ACTS - Data Theft,8.0,0.0,2,0.25810167890273783,Medium
KARNATAKA STATE LOCAL ACTS - Deep Fake/Deep Nudes,3.0,0.0,1,0.057928353657915904,Medium
KARNATAKA STATE LOCAL ACTS - Digital Arrest,39.0,0.0,1,0.05917629542063364,Medium
KARNATAKA STATE LOCAL ACTS - Disaster Management Act 2005,0.0,0.0,1,0.05782435851102276,Medium
KARNATAKA STATE LOCAL ACTS - Email Spoofing / Fraud,6.0,0.0,1,0.05803234880480905,Medium
KARNATAKA STATE LOCAL ACTS - Fake Customer Care,33.0,0.0,1,0.05896830512684735,Medium
KARNATAKA STATE LOCAL ACTS - Fedex,1.0,0.0,1,0.05785902355998714,Medium
"KARNATAKA STATE LOCAL ACTS - Gifts, iPhone & Lottery Fraud",9.0,0.0,1,0.058136343951702196,Medium
KARNATAKA STATE LOCAL ACTS - Hacking of Accounts & Ids,13.0,0.0,1,0.05827500414755972,Medium
"KARNATAKA STATE LOCAL ACTS - Information Technology Act 2000, 2009",6.0,0.0,1,0.05803234880480905,Medium
"KARNATAKA STATE LOCAL ACTS - Investment Fraud (Part Time Job, Task, Review)",228.0,0.0,1,0.06572798967490177,Medium
KARNATAKA STATE LOCAL ACTS - Investment Fraud (Trading & Share Trading),270.0,0.0,1,0.0671839217314058,Medium
KARNATAKA STATE LOCAL ACTS - Job Fraud,66.0,0.0,1,0.06011225174267195,Medium
KARNATAKA STATE LOCAL ACTS - Karnataka Agriculture Marketing Regulation Act,0.0,0.0,1,0.05782435851102276,Medium
KARNATAKA STATE LOCAL ACTS - Karnataka Ayurvedic And Unani Pract. Regis. & Medical Prac. Misc. Prov. Act,0.0,0.0,1,0.05782435851102276,Medium
KARNATAKA STATE LOCAL ACTS - Karnataka Betting Tax Act,0.0,0.0,1,0.05782435851102276,Medium
KARNATAKA STATE LOCAL ACTS - Karnataka Consumer Protection Act 1986,0.0,0.0,1,0.05782435851102276,Medium
KARNATAKA STATE LOCAL ACTS - Karnataka Corruption Act,0.0,0.0,1,0.05782435851102276,Medium
KARNATAKA STATE LOCAL ACTS - Karnataka Cow Slaughters Act,158.0,0.0999999999999999,1,0.06344599714367262,Medium
KARNATAKA STATE LOCAL ACTS - Karnataka Devadasi's (Prohibition Of Dedication) Act 1982,0.0,0.0,1,0.05782435851102276,Medium
KARNATAKA STATE LOCAL ACTS - Karnataka Education Act 1983 As Amended Upto Date,2.0,-0.06666666666666668,1,0.05779731467809982,Low
KARNATAKA STATE LOCAL ACTS - Karnataka Entertainment Tax Act 1958,4.0,0.050000000000000024,1,0.058035299155019066,Medium
KARNATAKA STATE LOCAL ACTS - Karnataka Epidemic Deseases Act 2020,0.0,0.0,1,0.05782435851102276,Medium
KARNATAKA STATE LOCAL ACTS - Karnataka Excise Act 1965,7708.0,-13.466666666666674,1,0.3055550218964323,High
KARNATAKA STATE LOCAL ACTS - Karnataka Fire Force act 1964,9.0,0.016666666666666666,1,0.058160437434415124,Medium
KARNATAKA STATE LOCAL ACTS - Karnataka Forest Act 1963,40.0,0.9000000000000002,1,0.06051200853609604,Medium
KARNATAKA STATE LOCAL ACTS - Karnataka Irrigation Act 1963,6.0,-0.033333333333333354,1,0.057984161839383194,Medium
KARNATAKA STATE LOCAL ACTS - Karnataka Kerosene Dealers License Order 1969,0.0,0.0,1,0.05782435851102276,Medium
KARNATAKA STATE LOCAL ACTS - Karnataka Kerosene Restriction Unuse Act 1956,0.0,0.0,1,0.05782435851102276,Medium
KARNATAKA STATE LOCAL ACTS - Karnataka Land & Revenue Act 1964 & 2007,32.0,-0.0666666666666667,1,0.058837266147031275,Medium
KARNATAKA STATE LOCAL ACTS - Karnataka Land Acquisition (Prohibition) Act 2007,0.0,0.0,1,0.05782435851102276,Medium
KARNATAKA STATE LOCAL ACTS - Karnataka Lottery Act,54.0,-0.8166666666666669,1,0.058515690502165985,Medium
KARNATAKA STATE LOCAL ACTS - Karnataka Medical Registration Act 1965,4.0,0.05000000000000001,1,0.058035299155019066,Medium
KARNATAKA STATE LOCAL ACTS - Karnataka Mining Act,4.0,0.08333333333333333,1,0.05808348612044491,Medium
KARNATAKA STATE LOCAL ACTS - Karnataka Minor Mineral Consistent Rule 1994,15.0,0.18333333333333338,1,0.05860936255533067,Medium
KARNATAKA STATE LOCAL ACTS - Karnataka Money Lender Act 1961,17.0,-0.1,1,0.05826910344713969,Medium
KARNATAKA STATE LOCAL ACTS - Karnataka Municipalities Act 1964,2.0,-0.06666666666666665,1,0.05779731467809982,Low
KARNATAKA STATE LOCAL ACTS - Karnataka Open Place Disfigurement Act 1951,593.0,31.1,1,0.1233391712892213,Medium
KARNATAKA STATE LOCAL ACTS - Karnataka Panchayat Raj Act,2.0,0.01666666666666666,1,0.05791778209166445,Medium
KARNATAKA STATE LOCAL ACTS - Karnataka Prevention of Slaughter and Preservation of Cattle Act 2020,196.0,1.0666666666666667,1,0.06616069100166883,Medium
KARNATAKA STATE LOCAL ACTS - Karnataka Prisoners Act 1963 & 1974,39.0,-0.15000000000000008,1,0.058959454076217305,Medium
KARNATAKA STATE LOCAL ACTS - Karnataka Private Medical Institution Act 2007,6.0,0.05000000000000002,1,0.058104629252947834,Medium
KARNATAKA STATE LOCAL ACTS - Karnataka Prohibition of Beggery Act 1975,56.0,0.04999999999999995,1,0.0598378817011669,Medium
KARNATAKA STATE LOCAL ACTS - Karnataka Prohibition of Charging Exorbitant Interest Act 2004,14.0,-0.2833333333333334,1,0.05790007999040436,Medium
KARNATAKA STATE LOCAL ACTS - Karnataka Race Betting Act,0.0,0.0,1,0.05782435851102276,Medium
KARNATAKA STATE LOCAL ACTS - Karnataka Revenue Act,2.0,0.08333333333333334,1,0.058014156022516146,Medium
KARNATAKA STATE LOCAL ACTS - Karnataka Right To Information Act 2000 & 2008,2.0,0.01666666666666666,1,0.05791778209166445,Medium
KARNATAKA STATE LOCAL ACTS - Karnataka Society Registration Act,0.0,0.0,1,0.05782435851102276,Medium
KARNATAKA STATE LOCAL ACTS - Karnataka Stamp Act 1957,0.0,0.0,1,0.05782435851102276,Medium
KARNATAKA STATE LOCAL ACTS - Karnataka Town & City Planning Act 1961,0.0,0.0,1,0.05782435851102276,Medium
KARNATAKA STATE LOCAL ACTS - Karnataka Treasure Trove Act 1962,5.0,0.13333333333333336,1,0.058190431617548076,Medium
KARNATAKA STATE LOCAL ACTS - Karnataka University Act,0.0,0.0,1,0.05782435851102276,Medium
KARNATAKA STATE LOCAL ACTS - Karnataka Urban Development Act 1987,0.0,0.0,1,0.05782435851102276,Medium
KARNATAKA STATE LOCAL ACTS - Karnataka Weight & Measurement Act,0.0,0.0,1,0.05782435851102276,Medium
KARNATAKA STATE LOCAL ACTS - Loan App,13.0,0.0,1,0.05827500414755972,Medium
KARNATAKA STATE LOCAL ACTS - MMRD (Mines & Minerals Regulation Development ) Act 1957,73.0,0.2500000000000001,1,0.06071630932611652,Medium
KARNATAKA STATE LOCAL ACTS - Matrimony Fraud,13.0,0.0,1,0.05827500414755972,Medium
"KARNATAKA STATE LOCAL ACTS - Motor Spirit and High Speed Diesel (Regulation of upply, Distribution and Prevention of Malpractice",0.0,0.0,1,0.05782435851102276,Medium
KARNATAKA STATE LOCAL ACTS - OLX Fraud,21.0,0.0,1,0.058552324539274773,Medium
"KARNATAKA STATE LOCAL ACTS - OTP Frauds (KYC Update, Apk Link)",98.0,0.0,1,0.06122153330953216,Medium
KARNATAKA STATE LOCAL ACTS - Online Money Transfer,143.0,0.0,1,0.06278146051292934,Medium
KARNATAKA STATE LOCAL ACTS - Other Local Acts,134.0,-0.45000000000000023,1,0.06181895103900089,Medium
KARNATAKA STATE LOCAL ACTS - Others,181.0,0.0,1,0.06409873237357584,Medium
KARNATAKA STATE LOCAL ACTS - Phishing (Taking Password & Information),1.0,0.0,1,0.05785902355998714,Medium
KARNATAKA STATE LOCAL ACTS - Prevention of Insult to National Hounours Act 1971,9.0,-0.10000000000000002,1,0.05799178305542464,Medium
"KARNATAKA STATE LOCAL ACTS - Prevention of violence against Doctors, Medical professionals and Medical institutions",10.0,-0.18333333333333338,1,0.05790598069082439,Medium
"KARNATAKA STATE LOCAL ACTS - Ransomeware Attack, Installing Spyware & Troman, Using Other Malware & Viruses to infect degital serv",0.0,0.0,1,0.05782435851102276,Medium
KARNATAKA STATE LOCAL ACTS - Remote Access Fraud  (Any Desk/ Team Viewer),1.0,0.0,1,0.05785902355998714,Medium
KARNATAKA STATE LOCAL ACTS - SIM card Swapping / SIM Jacking / SIM Cloning,5.0,0.0,1,0.057997683755844666,Medium
KARNATAKA STATE LOCAL ACTS - Sextortion and Revenge Porn,8.0,0.0,1,0.05810167890273781,Medium
KARNATAKA STATE LOCAL ACTS - Social Media Cases (Instagram/Facebook/Whatsapp/X /Telegram etc),62.0,0.0,1,0.05997359154681442,Medium
KARNATAKA STATE LOCAL ACTS - Sub Total,928.0,0.0,1,0.08999352394996894,Medium
"KARNATAKA STATE LOCAL ACTS - The Karnataka Prevention of Dangerous Activities of Bootleggers, Drug-offenders, Gamblers, Goonda Act",0.0,0.0,1,0.05782435851102276,Medium
"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS) - Espionage",0.0,0.0,3,0.45782435851102277,High
"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS) - For Camel Racing Etc.",0.0,0.0,3,0.45782435851102277,High
"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS) - For Exporting",0.0,0.0,3,0.45782435851102277,High
"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS) - For Ransom - of  Others",53.0,-0.1666666666666667,3,0.45942067127900577,High
"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS) - For Ransom - of Children",8.0,-0.1666666666666667,3,0.4578607440756086,High
"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS) - For Ransom - of Cildren for Begging",0.0,0.0,3,0.45782435851102277,High
"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS) - For Ransom - of Girls for Immoral Purpose",1.0,-0.03333333333333333,3,0.4578108365945613,High
"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS) - For Ransom - of Women",11.0,0.20000000000000004,3,0.4584947958421861,High
"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS) - For Slavery",1.0,0.06666666666666667,3,0.45795539749083886,High
"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS) - For Stealing From its Person",2.0,0.01666666666666666,3,0.45791778209166445,High
"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS) - From Lawful Guardianship",5.0,0.11666666666666674,3,0.45816633813483515,High
"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS) - Intent to Steal From Child",0.0,0.0,3,0.45782435851102277,High
"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS) - Missing - Boy",1638.0,-18.233333333333334,3,0.4882474386267387,High
